chr	start	name	ensembl	Status
9	96338909	PHF2	ENSG00000197724	Unknown
9	98079984	FANCC	ENSG00000158169	Unknown
9	98270322	PTCH1	ENSG00000185920	possible tsg
9	100459639	XPA	ENSG00000136936	Unknown
9	106856607	SMC2	ENSG00000136824	Unknown
9	110046334	RAD23B	ENSG00000119318	Unknown
9	111696396	IKBKAP	ENSG00000070061	Unknown
9	116037869	CDC26	ENSG00000176386	Unknown
9	116172662	POLE3	ENSG00000148229	Unknown
9	120466610	TLR4	ENSG00000136869	
9	123342436	CDK5RAP2	ENSG00000136861	Unknown
9	123605262	PSMD5	ENSG00000095261	Unknown
9	123837141	CNTRL	ENSG00000119397	Unknown
9	127054699	NEK6	ENSG00000119408	Unknown
9	127177718	PSMB7	ENSG00000136930	Unknown
9	131038266	GOLGA2	ENSG00000167110	Unknown
9	131218408	ODF2	ENSG00000136811	Unknown
9	131445934	SET	ENSG00000119335	Unknown
9	131709978	NUP188	ENSG00000095319	Unknown
9	133710453	ABL1	ENSG00000097007	
9	134000973	NUP214	ENSG00000126883	Unknown
9	135820008	TSC1	ENSG00000165699	tsg
9	137001210	WDR5	ENSG00000196363	Unknown
9	139440314	NOTCH1	ENSG00000148400	tsg
9	140082989	ANAPC2	ENSG00000176248	Unknown
9	140083099	SSNA1	ENSG00000176101	Unknown
9	140135665	TUBB4B	ENSG00000188229	Unknown
9	140513454	EHMT1	ENSG00000181090	Unknown
X	347445	PPP2R3B	ENSG00000167393	Unknown
X	9433048	TBL1X	ENSG00000101849	Unknown
X	11776356	MSL3	ENSG00000005302	Unknown
X	13752864	OFD1	ENSG00000046651	Unknown
X	14891191	FANCB	ENSG00000181544	Unknown
X	16888484	RBBP7	ENSG00000102054	Unknown
X	20159944	EIF1AX	ENSG00000173674	possible oncogene
X	24712064	POLA1	ENSG00000101868	Unknown
X	39956656	BCOR	ENSG00000183337	tsg
X	40944888	USP9X	ENSG00000124486	tsg
X	41192651	DDX3X	ENSG00000215301	tsg
X	44732798	KDM6A	ENSG00000147050	tsg
X	46771736	JADE3	ENSG00000102221	Unknown
X	47420621	ARAF	ENSG00000078061	
X	48555149	SUV39H1	ENSG00000101945	Unknown
X	53254604	KDM5C	ENSG00000126012	possible tsg
X	63413166	AMER1	ENSG00000184675	possible tsg
X	66788731	AR	ENSG00000169083	
X	70752933	OGT	ENSG00000147162	Unknown
X	71458877	ERCC6L	ENSG00000186871	Unknown
X	77041702	ATRX	ENSG00000085224	tsg
X	96138907	RPA4	ENSG00000204086	Unknown
X	100353178	CENPI	ENSG00000102384	Unknown
X	102941149	MORF4L2	ENSG00000123562	Unknown
X	107334848	PSMD10	ENSG00000101843	Unknown
X	119695295	CUL4B	ENSG00000158290	Unknown
X	123095164	STAG2	ENSG00000101972	tsg
X	128657477	SMARCA1	ENSG00000102038	tsg
X	152760974	HAUS7	ENSG00000213397	Unknown
X	153607633	EMD	ENSG00000102119	Unknown
X	154113317	H2AFB1	ENSG00000198082	Unknown
Y	15591545	UTY	ENSG00000183878	Unknown
Y	21906825	KDM5D	ENSG00000012817	Unknown
